ID,sex,owngun,race,marital,relig,attend3,partyid,degree,cappun,homosex2,premarsx2,grass,gunlaw,vote08,divlaw,getahead,natroad,natsci,eqwlth,age
1643,2,1,1,1,1,1,6,2,1,1,,,2,1,,1,1,1,6,63
113,2,2,3,1,2,1,2,4,2,0,1,,2,2,2,2,1,2,,32
798,1,2,1,5,2,1,2,2,1,1,,1,1,,,1,1,,4,25
1135,1,,2,1,1,3,2,2,1,,1,1,,1,1,,1,1,1,56
1296,2,2,2,1,1,3,1,2,2,1,,2,1,1,,1,1,2,1,52
1522,2,1,1,1,1,3,7,2,1,1,,2,1,1,,2,,3,6,64
1374,2,,2,5,4,1,1,2,1,,1,,,1,1,,1,2,1,34
74,1,2,1,1,9,3,1,3,1,1,0,,1,2,1,2,2,2,,48
1492,1,,1,1,2,3,3,4,2,,1,1,,1,,,2,2,5,30
1529,2,,1,1,11,3,5,2,1,,1,2,,1,3,,2,2,7,39
1205,2,2,1,3,1,2,1,2,1,0,,2,1,1,,1,1,1,4,47
1398,2,2,1,5,2,1,6,2,1,0,1,,2,,2,1,2,1,,21
1080,1,1,1,1,1,3,7,3,1,1,,1,2,1,,1,2,1,1,49
1881,2,,1,1,11,3,5,4,2,,0,2,,1,2,,2,1,3,25
1467,2,,1,5,2,2,3,2,2,,0,2,,1,1,,3,1,1,22
724,1,2,1,3,4,1,1,4,1,0,1,,1,1,1,1,1,2,,57
817,1,,1,1,1,3,4,4,1,,0,2,,1,2,,1,3,6,79
1878,2,1,1,2,1,3,6,5,1,1,0,,2,1,,1,1,,,87
626,1,2,1,1,4,2,2,5,2,0,1,,1,2,1,1,2,2,,50
583,1,2,3,1,9,1,2,5,1,1,,2,1,2,,2,2,2,5,42
1257,2,2,2,1,1,1,4,2,2,,,1,1,1,,2,2,1,1,29
904,2,1,1,3,4,1,6,3,1,0,,2,1,1,,1,2,3,6,33
869,2,2,1,5,11,1,3,2,1,1,0,,1,,1,1,2,2,,21
553,2,2,1,3,5,3,6,3,1,0,,1,1,1,,1,1,1,5,42
1384,2,1,1,1,1,2,3,2,,0,1,,2,1,2,1,1,2,,42
1254,1,,2,1,1,1,1,5,1,,1,1,,2,3,,2,1,4,63
1471,1,,1,5,4,1,6,4,1,,1,1,,2,1,,1,2,5,30
117,2,2,1,1,2,1,2,3,,0,1,,1,2,1,1,2,1,,33
478,2,2,1,5,4,1,5,3,2,0,,1,,1,,3,,,5,27
1038,1,1,1,3,2,1,7,2,1,0,1,,1,2,2,1,1,1,,52
1733,2,2,2,5,1,3,2,2,,0,1,,2,1,1,1,3,2,,35
895,1,2,1,1,2,2,1,5,1,0,,1,2,1,,2,1,1,2,32
1147,2,2,2,4,1,3,1,4,2,1,0,,2,1,2,1,1,3,,68
896,2,2,2,1,1,1,1,5,1,0,1,,1,1,2,3,2,3,,42
1871,2,,1,3,1,1,1,3,1,,1,,,1,3,,1,1,3,51
929,1,2,1,3,2,3,,2,1,1,,,1,,,1,2,1,1,66
1534,2,1,1,1,11,2,4,2,2,1,1,,1,2,2,1,2,2,,22
150,1,1,1,4,2,3,2,2,,0,1,,1,1,1,3,1,1,,41
1938,1,1,1,1,1,1,3,4,1,1,,2,1,,,2,2,1,3,34
689,1,2,1,5,2,2,6,4,1,1,0,,2,1,3,1,1,1,,28
6,2,2,1,2,1,1,1,4,2,0,1,,1,1,1,2,1,1,,50
1400,1,2,1,5,4,1,6,2,1,1,1,,2,,3,2,1,2,,21
1557,2,2,2,5,4,1,2,2,2,0,,1,1,1,,2,2,3,5,32
831,2,,1,1,1,2,5,2,2,,0,2,,2,2,,,,4,27
631,1,2,1,5,4,1,2,2,,1,1,,1,1,1,2,1,,,51
474,2,2,2,2,1,2,1,5,2,1,1,,1,1,2,1,1,1,,48
1178,1,1,1,1,1,1,3,2,2,0,,2,1,1,,1,1,1,5,73
1644,1,2,1,5,4,1,2,2,1,0,,1,2,1,,2,1,2,3,22
1393,2,2,2,5,4,1,1,2,2,1,1,,2,,1,1,2,3,,20
1167,1,,3,5,1,3,4,3,2,,0,2,,,2,,2,,3,20
1680,2,2,1,2,4,1,3,2,,,,2,1,1,,1,1,2,4,67
1608,2,,3,1,4,2,3,2,2,,0,,,1,2,,1,2,1,32
306,1,,2,5,1,2,1,5,2,,0,1,,1,1,,1,1,1,75
890,1,2,1,1,1,2,7,2,1,1,,2,2,1,,1,2,,6,71
1726,1,,1,1,11,2,,4,2,,0,2,,,3,,1,2,5,44
450,1,,2,2,1,3,1,2,2,,0,2,,1,1,,1,2,7,64
1338,1,1,1,4,1,1,5,5,1,0,,1,2,1,,1,1,1,7,44
114,1,2,1,1,1,1,5,5,1,0,,,1,1,,1,1,2,1,63
1564,2,1,1,3,1,2,4,3,1,0,,1,1,2,,1,2,2,1,55
1800,2,2,1,1,1,3,6,4,1,1,,2,1,1,,1,2,2,4,33
82,2,,1,4,4,1,2,5,1,,1,1,,1,1,,1,2,3,32
1422,2,2,1,1,1,3,7,5,1,1,0,,1,1,2,1,1,1,,68
891,2,2,1,4,2,2,2,5,2,0,,2,1,2,,2,3,1,4,39
1487,1,2,1,3,2,3,2,2,,0,0,,1,1,1,2,2,2,,76
122,1,2,1,5,11,2,4,2,2,1,,1,1,2,,1,2,2,7,23
461,2,1,1,1,4,1,1,4,2,0,1,,1,1,3,1,2,1,,30
1711,2,2,3,4,1,3,4,2,2,0,,1,1,1,,1,3,2,5,56
824,1,1,1,5,1,1,1,4,1,0,,1,1,1,,3,1,2,4,42
938,1,2,1,5,4,1,4,2,1,0,1,,1,2,1,2,1,1,,61
1070,2,,3,5,2,2,1,3,1,,0,2,,1,,,2,1,4,37
50,1,2,1,3,4,1,5,5,1,0,,1,1,1,,2,1,1,6,63
633,2,,1,3,2,1,5,2,1,,0,1,,1,3,,1,1,4,65
979,2,,1,2,1,2,7,4,2,,0,2,,1,2,,1,2,7,69
1885,2,1,2,5,1,2,2,4,1,0,0,,1,1,1,1,1,2,,28
1951,1,,1,5,4,1,1,4,2,,1,2,,1,2,,1,1,2,40
1252,1,2,1,5,1,3,6,4,1,1,0,,2,2,2,2,2,3,,35
1420,1,1,1,1,1,3,7,2,1,1,,2,1,1,,1,2,2,7,83
1180,1,3,1,2,1,3,6,4,1,1,1,,1,1,2,1,2,1,,69
1116,2,,3,5,1,2,6,4,1,,0,2,,,1,,3,2,7,25
1007,2,,1,5,4,1,2,2,2,,1,2,,2,1,,2,2,4,22
1491,2,2,1,1,11,1,2,4,1,0,,2,2,1,,1,2,1,6,39
1561,2,2,1,2,1,2,2,4,2,0,,1,1,1,,2,2,1,2,74
727,1,2,1,3,11,3,6,2,1,1,0,,1,2,1,1,3,2,,54
413,1,1,1,1,2,2,1,5,2,1,,1,1,1,,3,1,2,2,60
1372,2,1,1,1,2,2,2,2,1,0,,2,1,1,,1,2,2,1,38
544,2,,2,5,1,2,1,2,2,,0,1,,1,1,,1,3,7,31
1479,1,2,1,1,1,2,1,4,2,0,,1,2,1,,2,1,2,5,33
1065,2,,1,5,11,1,2,2,1,,0,1,,1,2,,1,2,4,22
375,2,1,1,5,2,1,4,2,2,0,1,,2,2,3,2,2,2,,27
999,2,2,1,1,3,3,2,4,2,0,1,,1,1,3,2,2,1,,69
228,2,2,1,2,1,2,3,5,,1,,,1,1,,1,2,2,3,89
1221,2,2,1,1,1,2,3,2,2,1,,,1,1,,1,1,1,4,67
1317,2,,1,1,2,2,2,4,2,,1,,,1,3,,1,2,3,76
1318,2,2,1,1,2,2,2,4,2,,,,1,1,3,1,2,1,,47
1120,1,,1,5,4,1,2,3,1,,1,1,,1,1,,1,,5,33
985,1,,1,1,1,2,4,2,1,,0,2,,1,2,,1,,1,55
190,2,2,1,1,1,2,7,4,1,0,1,,1,1,3,1,3,2,,33
1640,1,2,1,1,5,1,2,4,2,0,1,,2,1,2,2,1,2,,35
211,1,2,1,1,2,2,2,2,1,0,,1,2,2,,1,2,1,5,50
410,2,1,1,1,1,1,2,4,1,0,,1,2,1,,1,1,1,4,48
47,2,2,1,1,3,1,6,4,1,0,,1,1,1,,1,1,2,5,73
1481,2,2,1,5,4,1,6,4,1,0,,2,1,2,,1,2,1,6,23
1239,2,1,1,1,2,1,,4,2,0,,2,1,2,,1,2,1,4,52
354,1,2,1,5,4,1,3,4,2,0,1,,2,1,3,2,1,1,,32
1054,1,2,1,5,2,1,2,2,2,0,1,,1,1,2,1,2,1,,23
293,1,,1,3,2,1,1,2,2,,1,1,,1,3,,3,2,4,83
873,1,2,1,5,4,1,5,2,,1,1,,1,2,3,3,2,1,,28
283,2,,1,3,1,1,4,3,1,,1,2,,2,2,,1,1,1,52
123,1,,1,5,4,1,2,4,1,,1,1,,1,1,,1,1,5,28
216,1,2,1,1,4,1,1,5,2,0,,1,1,1,,2,1,1,3,36
49,2,,1,3,1,3,3,4,,,1,1,,1,,,1,2,3,84
1385,2,1,1,1,4,1,2,2,2,0,,1,1,1,,1,1,2,2,52
435,1,,1,1,3,2,2,5,1,,1,1,,1,3,,1,1,3,43
1538,1,,3,1,4,1,6,3,1,,1,2,,2,2,,1,2,2,33
89,1,2,1,2,2,3,5,2,1,1,,2,1,1,,3,1,1,5,84
943,1,,2,1,1,2,2,2,1,,1,2,,1,1,,3,1,1,27
955,2,2,1,1,2,3,2,5,2,0,1,,1,1,2,1,2,2,,41
341,2,2,1,1,3,1,1,5,2,0,1,,1,1,2,1,1,1,,58
1048,2,,3,1,4,1,2,2,1,,1,2,,1,2,,1,2,3,26
1923,2,,1,1,1,,5,4,1,,,,,2,2,,2,2,4,41
206,2,2,2,1,1,1,1,1,1,0,1,,1,1,1,2,3,2,,61
1256,1,,1,3,4,2,6,2,1,,1,1,,2,2,,1,1,6,64
508,1,1,1,1,4,1,1,5,1,0,,1,1,1,,3,1,1,2,48
1673,2,2,1,3,4,1,1,4,2,1,,1,1,1,,1,1,2,2,46
68,2,2,2,5,1,2,1,4,2,1,1,,1,1,2,2,1,2,,49
701,2,2,1,2,1,1,1,3,1,0,,1,1,1,,1,1,2,1,53
358,2,2,1,1,2,3,2,4,1,1,0,,1,1,2,1,2,2,,55
537,1,,1,1,1,3,7,2,1,,1,,,1,2,,1,1,7,56
1044,1,,1,4,4,1,,3,2,,1,1,,1,1,,3,1,7,34
758,1,2,2,5,1,2,3,2,2,0,1,,1,,1,3,3,1,,20
504,2,2,1,1,2,2,5,3,1,1,,2,1,1,,1,2,1,4,40
329,2,2,1,5,4,1,2,4,2,0,,1,1,1,,2,2,1,4,27
646,2,1,1,1,1,1,5,2,1,0,,1,1,1,,1,1,2,5,69
1812,2,,3,5,12,2,4,2,1,,0,,,2,3,,2,1,6,24
400,1,,1,5,10,1,2,4,1,,0,1,,2,,,,2,5,28
915,2,2,1,5,4,1,3,4,1,0,,1,1,1,,1,3,3,3,22
931,2,,1,1,2,1,2,2,2,,1,2,,1,3,,3,2,4,24
1568,1,1,1,4,11,2,6,2,1,0,,1,2,1,,1,2,2,5,28
279,2,1,1,1,4,1,4,5,1,0,1,,1,1,3,2,1,2,,38
1225,2,1,1,1,1,3,2,4,1,1,,2,1,1,,1,2,1,2,70
696,2,3,1,1,1,1,7,4,1,0,,2,1,1,,2,1,3,7,43
483,2,2,1,1,1,3,7,3,1,1,,2,2,1,,1,1,1,4,39
674,2,,1,1,2,2,1,3,1,,1,1,,1,1,,1,2,4,61
1509,2,2,3,1,7,2,4,5,1,0,,1,1,2,,1,2,1,1,48
1142,2,,1,1,2,3,6,4,2,,0,2,,1,2,,2,2,7,51
564,1,1,2,3,1,1,1,2,1,1,,2,1,1,,2,2,2,1,40
1950,2,1,1,1,2,2,2,4,2,0,,2,1,1,,1,1,1,5,58
1482,1,,1,3,1,1,,4,2,,1,1,,1,3,,1,,7,64
663,2,2,2,5,1,3,3,2,1,0,1,,1,1,1,1,3,2,,27
1158,2,,2,5,11,3,2,2,2,,0,2,,1,,,2,2,2,35
1435,1,3,1,1,11,2,7,3,1,1,1,,2,1,2,1,2,2,,42
541,1,2,2,2,1,3,1,2,2,1,,1,1,1,,2,1,1,2,77
1578,2,2,1,2,1,1,7,2,2,1,,1,2,1,,1,1,1,6,88
1023,1,,1,5,4,1,1,2,2,,1,1,,1,2,,2,2,1,61
996,2,,1,1,1,3,6,5,1,1,,1,2,1,,1,1,3,7,34
1865,1,1,1,5,1,3,7,2,1,1,0,,2,1,2,1,2,2,,55
471,1,2,1,5,1,1,4,5,2,,1,,1,1,2,2,1,2,,31
1634,1,,1,1,4,1,1,3,1,,0,2,,1,1,,1,2,1,68
1059,2,2,1,1,4,1,4,3,1,0,1,,1,1,,1,2,1,,30
889,1,1,1,1,1,3,5,4,1,0,0,,1,1,3,3,2,2,,57
514,1,1,1,1,1,2,6,4,1,1,,2,2,1,,1,1,2,7,75
1681,1,1,1,1,4,1,3,3,1,0,,1,1,1,,2,1,2,1,49
1505,2,,2,5,1,2,3,2,,,1,2,,2,1,,,2,3,22
1687,2,2,1,5,4,3,3,2,1,0,1,,1,,1,2,2,2,,21
1520,2,,1,5,1,3,7,2,1,,1,2,,,2,,1,2,5,20
1269,1,1,1,1,2,3,7,5,1,1,0,,2,1,2,1,1,2,,55
1569,1,,1,5,1,1,,5,2,,0,1,,1,,,1,2,4,47
407,2,,1,1,1,1,6,2,1,,1,2,,1,3,,1,2,7,69
1562,1,1,3,1,1,2,5,5,1,1,,1,2,1,,1,2,2,7,67
243,1,,1,1,2,2,5,5,1,,0,2,,1,3,,2,1,7,65
503,1,2,1,5,4,1,5,2,2,0,1,,1,2,1,1,2,2,,26
1563,1,,1,5,2,2,1,5,1,,1,2,,1,,,2,1,1,27
651,2,2,3,1,1,3,5,4,2,1,,1,2,1,,2,2,1,6,39
1689,2,2,1,5,1,3,6,4,,1,0,,1,1,3,1,,3,,43
777,1,2,3,1,1,3,6,3,2,1,,2,1,1,,1,2,2,7,57
1799,1,,1,1,1,2,6,5,1,,0,2,,,1,,1,1,3,44
937,1,1,1,3,2,1,5,3,1,0,1,,2,1,1,2,1,1,,63
1633,1,2,1,1,1,3,6,4,1,1,,2,1,1,,2,1,1,7,47
1354,2,1,1,1,1,3,2,4,2,0,0,,1,1,3,1,2,1,,44
761,2,,2,1,11,3,4,4,,,,2,,,2,,1,2,4,49
845,2,,1,2,1,3,4,4,,,0,2,,1,2,,3,2,3,74
743,1,,1,5,4,1,4,2,1,,1,1,,1,2,,1,2,1,32
1006,2,2,1,3,2,1,2,2,1,1,0,,1,2,,3,3,2,,57
876,1,2,1,5,2,2,4,2,2,0,,1,2,2,,1,3,2,3,25
207,1,2,3,5,2,1,1,4,2,0,,1,1,1,,2,2,2,3,31
747,1,2,1,3,11,1,7,2,1,1,,,2,1,2,1,2,2,,50
579,2,2,1,3,1,1,2,2,1,1,1,,1,1,2,1,1,2,,63
1428,2,,1,5,1,3,2,5,2,,0,2,,1,3,,1,1,3,83
1484,2,,1,1,2,3,6,4,1,,1,2,,2,2,,1,2,7,43
342,2,2,1,1,1,2,3,4,2,0,,2,1,1,,1,1,2,2,78
808,1,2,3,5,2,3,1,2,1,1,,2,2,,,1,2,3,3,21
874,1,2,1,1,1,2,4,3,2,0,,1,1,2,,1,3,1,4,34
969,2,2,1,1,4,1,1,3,1,0,,1,1,1,,1,2,2,1,42
775,2,2,1,5,1,1,2,2,2,1,,2,2,1,,1,3,3,4,47
210,2,2,1,2,1,3,,3,1,1,0,,1,1,3,1,1,1,,68
1757,1,,1,5,4,3,3,2,2,,1,1,,,1,,1,1,5,21
570,1,2,1,1,2,1,7,2,1,1,,2,1,1,,1,2,2,7,72
434,1,1,1,1,5,2,5,3,1,0,1,,2,1,1,1,2,2,,32
641,2,1,1,1,1,1,7,2,1,0,,1,2,1,,1,1,2,5,39
1652,1,2,1,1,2,1,4,2,,1,0,,2,2,3,1,1,2,,38
964,1,1,1,1,2,3,,5,2,1,,2,2,1,,1,2,3,7,58
918,1,,1,5,2,2,2,2,1,,1,,,1,3,,1,1,2,23
1571,1,2,1,2,2,1,2,4,1,1,1,,1,1,2,1,1,1,,71
32,2,,1,3,2,3,1,3,2,,1,1,,1,1,,1,1,3,63
235,1,,2,1,4,1,1,2,1,,1,2,,1,2,,1,1,2,34
337,1,2,1,2,4,1,,4,2,0,,1,1,1,,1,2,1,7,64
1469,2,,1,1,1,3,4,4,1,,0,2,,1,2,,2,1,3,37
571,2,2,1,5,4,1,,4,1,0,1,,1,2,1,2,2,2,,40
1845,2,2,1,1,1,1,4,5,,0,1,,1,1,3,1,2,2,,46
710,1,,1,2,1,3,4,4,1,,0,2,,1,2,,1,2,6,89
36,1,1,1,3,1,3,3,5,1,0,,1,1,1,,2,1,1,1,62
1299,2,,1,1,11,2,7,4,1,,0,2,,1,2,,2,1,7,37
1032,2,2,1,3,5,1,,5,2,0,,1,1,1,,2,,2,2,38
718,2,2,1,1,1,1,4,5,2,0,1,,1,1,1,3,2,2,,47
1214,1,2,1,2,,,,1,1,,,,1,,,,2,2,,84
837,1,2,1,4,2,3,3,1,2,,1,,1,2,,3,2,,,42
